timestamp,region,order_volume,aov,gmv,delivery_sla_breach_rate,gross_margin_usd,status
2026-08-17T06:00:00,Southwest_Dallas,855,34.69,29657.4,4.19,8452.36,NORMAL
2026-08-17T07:00:00,Southwest_Dallas,1013,34.81,35258.2,4.39,10048.59,NORMAL
2026-08-17T08:00:00,Southwest_Dallas,1178,33.35,39282.84,6.18,11195.61,NORMAL
2026-08-17T09:00:00,Southwest_Dallas,1398,34.65,48446.63,4.09,13807.29,NORMAL
2026-08-17T10:00:00,Southwest_Dallas,1493,33.23,49615.44,4.06,14140.4,NORMAL
2026-08-17T11:00:00,Southwest_Dallas,1629,35.9,58475.08,5.1,16665.4,NORMAL
2026-08-17T12:00:00,Southwest_Dallas,1762,35.42,62403.94,4.44,17785.12,NORMAL
2026-08-17T13:00:00,Southwest_Dallas,1752,35.91,62919.3,4.14,17932.0,NORMAL
2026-08-17T14:00:00,Southwest_Dallas,1847,33.98,62769.16,4.91,17889.21,NORMAL
2026-08-17T15:00:00,Southwest_Dallas,1730,34.42,59549.12,5.03,16971.5,NORMAL
2026-08-17T16:00:00,Southwest_Dallas,1709,33.97,58061.5,5.68,16547.53,NORMAL
2026-08-17T17:00:00,Southwest_Dallas,1590,33.87,53849.58,3.8,15347.13,NORMAL
2026-08-17T18:00:00,Southwest_Dallas,1451,34.89,50630.95,6.18,14429.82,NORMAL
2026-08-17T19:00:00,Southwest_Dallas,1314,34.47,45288.32,3.48,12907.17,NORMAL
2026-08-17T20:00:00,Southwest_Dallas,1155,35.9,41461.24,3.61,11816.45,NORMAL
2026-08-17T21:00:00,Southwest_Dallas,999,33.34,33305.96,4.05,9492.2,NORMAL
2026-08-17T22:00:00,Southwest_Dallas,918,35.6,32682.04,3.63,9314.38,NORMAL
2026-08-17T23:00:00,Southwest_Dallas,730,33.31,24319.08,6.3,6930.94,NORMAL
2026-08-18T00:00:00,Southwest_Dallas,633,33.53,21227.25,4.64,6049.77,NORMAL
2026-08-18T01:00:00,Southwest_Dallas,663,35.7,23666.77,6.37,6745.03,NORMAL
2026-08-18T02:00:00,Southwest_Dallas,594,33.95,20166.09,5.73,5747.34,NORMAL
2026-08-18T03:00:00,Southwest_Dallas,592,34.44,20386.46,5.41,5810.14,NORMAL
2026-08-18T04:00:00,Southwest_Dallas,689,35.79,24659.98,3.58,7028.1,NORMAL
2026-08-18T05:00:00,Southwest_Dallas,792,33.61,26621.65,6.37,7587.17,NORMAL
2026-08-18T06:00:00,Southwest_Dallas,913,33.15,30269.51,3.97,8626.81,NORMAL
2026-08-18T07:00:00,Southwest_Dallas,1091,34.38,37509.5,4.76,10690.21,NORMAL
2026-08-18T08:00:00,Southwest_Dallas,1175,35.63,41866.36,3.31,11931.91,NORMAL
2026-08-18T09:00:00,Southwest_Dallas,1378,33.4,46029.23,5.85,13118.33,NORMAL
2026-08-18T10:00:00,Southwest_Dallas,1486,33.82,50260.26,4.53,14324.17,NORMAL
2026-08-18T11:00:00,Southwest_Dallas,1588,33.72,53546.46,4.18,15260.74,NORMAL
2026-08-18T12:00:00,Southwest_Dallas,1745,35.83,62530.58,3.57,17821.22,NORMAL
2026-08-18T13:00:00,Southwest_Dallas,1793,35.56,63753.67,6.03,18169.8,NORMAL
2026-08-18T14:00:00,Southwest_Dallas,1822,34.26,62429.53,4.61,17792.42,NORMAL
2026-08-18T15:00:00,Southwest_Dallas,1808,33.32,60247.27,3.32,17170.47,NORMAL
2026-08-18T16:00:00,Southwest_Dallas,1682,35.3,59367.82,5.39,16919.83,NORMAL
2026-08-18T17:00:00,Southwest_Dallas,1626,33.68,54762.14,4.63,15607.21,NORMAL
2026-08-18T18:00:00,Southwest_Dallas,1529,34.76,53150.23,3.21,15147.82,NORMAL
2026-08-18T19:00:00,Southwest_Dallas,1370,34.73,47583.34,3.6,13561.25,NORMAL
2026-08-18T20:00:00,Southwest_Dallas,1197,34.16,40885.59,3.78,11652.39,NORMAL
2026-08-18T21:00:00,Southwest_Dallas,1072,35.66,38226.15,5.21,10894.45,NORMAL
2026-08-18T22:00:00,Southwest_Dallas,913,33.12,30235.51,4.12,8617.12,NORMAL
2026-08-18T23:00:00,Southwest_Dallas,727,34.12,24807.93,6.43,7070.26,NORMAL
2026-08-19T00:00:00,Southwest_Dallas,671,33.78,22664.39,4.64,6459.35,NORMAL
2026-08-19T01:00:00,Southwest_Dallas,648,33.62,21787.41,5.88,6209.41,NORMAL
2026-08-19T02:00:00,Southwest_Dallas,579,34.72,20103.23,5.59,5729.42,NORMAL
2026-08-19T03:00:00,Southwest_Dallas,604,33.47,20215.57,4.32,5761.44,NORMAL
2026-08-19T04:00:00,Southwest_Dallas,649,34.39,22319.47,4.76,6361.05,NORMAL
2026-08-19T05:00:00,Southwest_Dallas,796,33.92,27002.22,3.73,7695.63,NORMAL
2026-08-19T06:00:00,Southwest_Dallas,886,33.53,29706.38,6.07,8466.32,NORMAL
2026-08-19T07:00:00,Southwest_Dallas,1033,34.73,35877.66,3.26,10225.13,NORMAL
2026-08-19T08:00:00,Southwest_Dallas,1229,34.6,42525.28,3.06,12119.7,NORMAL
2026-08-19T09:00:00,Southwest_Dallas,1336,35.58,47528.24,6.22,13545.55,NORMAL
2026-08-19T10:00:00,Southwest_Dallas,1508,34.87,52588.38,3.52,14987.69,NORMAL
2026-08-19T11:00:00,Southwest_Dallas,1600,33.62,53790.37,6.08,15330.26,NORMAL
2026-08-19T12:00:00,Southwest_Dallas,1757,33.69,59201.37,4.62,16872.39,NORMAL
2026-08-19T13:00:00,Southwest_Dallas,1783,33.4,59545.44,4.27,16970.45,NORMAL
2026-08-19T14:00:00,Southwest_Dallas,1817,34.07,61902.88,5.71,17642.32,NORMAL
2026-08-19T15:00:00,Southwest_Dallas,1764,33.79,59607.03,6.11,16988.0,NORMAL
2026-08-19T16:00:00,Southwest_Dallas,1717,35.15,60346.97,4.74,17198.89,NORMAL
2026-08-19T17:00:00,Southwest_Dallas,1576,34.38,54187.61,5.15,15443.47,NORMAL
2026-08-19T18:00:00,Southwest_Dallas,1464,35.07,51342.06,5.52,14632.49,NORMAL
2026-08-19T19:00:00,Southwest_Dallas,1375,33.77,46437.4,5.58,13234.66,NORMAL
2026-08-19T20:00:00,Southwest_Dallas,1237,35.96,44486.65,5.34,12678.7,NORMAL
2026-08-19T21:00:00,Southwest_Dallas,1076,35.88,38607.74,3.99,11003.21,NORMAL
2026-08-19T22:00:00,Southwest_Dallas,904,34.09,30820.15,6.5,8783.74,NORMAL
2026-08-19T23:00:00,Southwest_Dallas,773,35.71,27603.53,3.82,7867.01,NORMAL
2026-08-20T00:00:00,Southwest_Dallas,703,33.27,23385.38,3.98,6664.83,NORMAL
2026-08-20T01:00:00,Southwest_Dallas,653,35.36,23090.73,3.99,6580.86,NORMAL
2026-08-20T02:00:00,Southwest_Dallas,592,35.56,21052.72,5.91,6000.02,NORMAL
2026-08-20T03:00:00,Southwest_Dallas,625,35.13,21954.17,6.49,6256.94,NORMAL
2026-08-20T04:00:00,Southwest_Dallas,657,34.79,22855.12,4.6,6513.71,NORMAL
2026-08-20T05:00:00,Southwest_Dallas,824,33.02,27207.77,4.6,7754.22,NORMAL
2026-08-20T06:00:00,Southwest_Dallas,856,33.4,28586.93,6.13,8147.28,NORMAL
2026-08-20T07:00:00,Southwest_Dallas,1005,34.06,34230.78,3.21,9755.77,NORMAL
2026-08-20T08:00:00,Southwest_Dallas,1218,34.45,41955.37,4.79,11957.28,NORMAL
2026-08-20T09:00:00,Southwest_Dallas,1403,33.42,46887.28,6.29,13362.87,NORMAL
2026-08-20T10:00:00,Southwest_Dallas,1454,34.03,49475.55,5.32,14100.53,NORMAL
2026-08-20T11:00:00,Southwest_Dallas,1584,34.75,55043.67,3.65,15687.45,NORMAL
2026-08-20T12:00:00,Southwest_Dallas,1762,33.55,59121.16,5.89,16849.53,NORMAL
2026-08-20T13:00:00,Southwest_Dallas,1767,34.75,61395.81,3.79,17497.81,NORMAL
2026-08-20T14:00:00,Southwest_Dallas,1785,33.08,59054.7,6.38,16830.59,NORMAL
2026-08-20T15:00:00,Southwest_Dallas,1828,35.94,65706.31,3.97,18726.3,NORMAL
2026-08-20T16:00:00,Southwest_Dallas,1742,34.12,59444.42,6.04,16941.66,NORMAL
2026-08-20T17:00:00,Southwest_Dallas,1619,34.9,56509.37,5.0,16105.17,NORMAL
2026-08-20T18:00:00,Southwest_Dallas,1537,34.04,52319.44,3.35,14911.04,NORMAL
2026-08-20T19:00:00,Southwest_Dallas,1372,33.6,46094.74,3.14,13137.0,NORMAL
2026-08-20T20:00:00,Southwest_Dallas,1208,34.0,41068.77,3.47,11704.6,NORMAL
2026-08-20T21:00:00,Southwest_Dallas,1057,35.8,37842.76,6.19,10785.19,NORMAL
2026-08-20T22:00:00,Southwest_Dallas,938,35.75,33536.26,5.09,9557.83,NORMAL
2026-08-20T23:00:00,Southwest_Dallas,732,34.61,25337.49,3.71,7221.18,NORMAL
2026-08-21T00:00:00,Southwest_Dallas,984,33.61,33071.06,4.28,9425.25,NORMAL
2026-08-21T01:00:00,Southwest_Dallas,927,33.25,30827.26,3.19,8785.77,NORMAL
2026-08-21T02:00:00,Southwest_Dallas,874,33.78,29520.14,3.98,8413.24,NORMAL
2026-08-21T03:00:00,Southwest_Dallas,899,35.67,32066.92,5.43,9139.07,NORMAL
2026-08-21T04:00:00,Southwest_Dallas,999,34.57,34540.4,4.05,9844.01,NORMAL
2026-08-21T05:00:00,Southwest_Dallas,1069,35.49,37937.12,4.03,10812.08,NORMAL
2026-08-21T06:00:00,Southwest_Dallas,1226,35.43,43438.27,5.83,12379.91,NORMAL
2026-08-21T07:00:00,Southwest_Dallas,1328,35.26,46820.84,5.25,13343.94,NORMAL
2026-08-21T08:00:00,Southwest_Dallas,1474,35.47,52281.02,3.1,14900.09,NORMAL
2026-08-21T09:00:00,Southwest_Dallas,1610,33.52,53974.29,3.92,15382.67,NORMAL
2026-08-21T10:00:00,Southwest_Dallas,1814,35.56,64498.02,3.33,18381.94,NORMAL
2026-08-21T11:00:00,Southwest_Dallas,1934,33.36,64523.42,4.37,18389.18,NORMAL
2026-08-21T12:00:00,Southwest_Dallas,2033,34.99,71128.44,3.25,20271.61,NORMAL
2026-08-21T13:00:00,Southwest_Dallas,2046,35.0,71617.17,5.44,20410.89,NORMAL
2026-08-21T14:00:00,Southwest_Dallas,2138,35.04,74908.97,4.68,21349.06,NORMAL
2026-08-21T15:00:00,Southwest_Dallas,2079,35.1,72974.55,6.33,20797.75,NORMAL
2026-08-21T16:00:00,Southwest_Dallas,2066,34.25,70759.73,5.27,20166.52,NORMAL
2026-08-21T17:00:00,Southwest_Dallas,1965,34.84,68466.02,5.12,19512.82,NORMAL
2026-08-21T18:00:00,Southwest_Dallas,1774,35.15,62357.74,3.8,17771.96,NORMAL
2026-08-21T19:00:00,Southwest_Dallas,1695,33.71,57135.06,5.29,16283.49,NORMAL
2026-08-21T20:00:00,Southwest_Dallas,1541,33.02,50878.08,5.71,14500.25,NORMAL
2026-08-21T21:00:00,Southwest_Dallas,1357,33.12,44943.74,5.11,12808.97,NORMAL
2026-08-21T22:00:00,Southwest_Dallas,1203,35.24,42389.65,6.29,12081.05,NORMAL
2026-08-21T23:00:00,Southwest_Dallas,1049,35.06,36780.54,5.96,10482.45,NORMAL
2026-08-22T00:00:00,Southwest_Dallas,1027,35.94,36909.85,5.56,10519.31,NORMAL
2026-08-22T01:00:00,Southwest_Dallas,904,35.3,31909.43,6.03,9094.19,NORMAL
2026-08-22T02:00:00,Southwest_Dallas,905,35.04,31712.07,6.23,9037.94,NORMAL
2026-08-22T03:00:00,Southwest_Dallas,918,34.8,31945.94,5.03,9104.59,NORMAL
2026-08-22T04:00:00,Southwest_Dallas,997,35.07,34967.41,5.21,9965.71,NORMAL
2026-08-22T05:00:00,Southwest_Dallas,1114,33.9,37769.91,4.62,10764.42,NORMAL
2026-08-22T06:00:00,Southwest_Dallas,1177,35.07,41274.89,4.3,11763.34,NORMAL
2026-08-22T07:00:00,Southwest_Dallas,1377,35.95,49504.7,4.99,14108.84,NORMAL
2026-08-22T08:00:00,Southwest_Dallas,1484,33.18,49245.47,5.48,14034.96,NORMAL
2026-08-22T09:00:00,Southwest_Dallas,1628,33.34,54283.26,3.57,15470.73,NORMAL
2026-08-22T10:00:00,Southwest_Dallas,1792,34.96,62655.48,3.11,17856.81,NORMAL
2026-08-22T11:00:00,Southwest_Dallas,1928,33.65,64881.67,6.17,18491.28,NORMAL
2026-08-22T12:00:00,Southwest_Dallas,2012,34.42,69248.14,4.68,19735.72,NORMAL
2026-08-22T13:00:00,Southwest_Dallas,2066,33.34,68871.21,6.11,19628.3,NORMAL
2026-08-22T14:00:00,Southwest_Dallas,2123,33.05,70162.24,4.08,19996.24,NORMAL
2026-08-22T15:00:00,Southwest_Dallas,2121,35.45,75182.84,5.55,21427.11,NORMAL
2026-08-22T16:00:00,Southwest_Dallas,2065,33.97,70155.28,5.54,19994.26,NORMAL
2026-08-22T17:00:00,Southwest_Dallas,1931,34.08,65812.21,3.58,18756.48,NORMAL
2026-08-22T18:00:00,Southwest_Dallas,1791,34.96,62617.18,6.19,17845.9,NORMAL
2026-08-22T19:00:00,Southwest_Dallas,1686,34.83,58731.08,5.91,16738.36,NORMAL
2026-08-22T20:00:00,Southwest_Dallas,1504,35.25,53022.45,3.76,15111.4,NORMAL
2026-08-22T21:00:00,Southwest_Dallas,1306,35.62,46524.12,4.57,13259.37,NORMAL
2026-08-22T22:00:00,Southwest_Dallas,1244,33.89,42155.87,3.81,12014.42,NORMAL
2026-08-22T23:00:00,Southwest_Dallas,1044,33.42,34888.05,3.07,9943.1,NORMAL
2026-08-23T00:00:00,Southwest_Dallas,726,33.99,24675.22,4.43,7032.44,NORMAL
2026-08-23T01:00:00,Southwest_Dallas,608,33.74,20515.14,6.06,5846.81,NORMAL
2026-08-23T02:00:00,Southwest_Dallas,638,34.9,22264.97,3.53,6345.52,NORMAL
2026-08-23T03:00:00,Southwest_Dallas,665,35.36,23511.92,5.06,6700.9,NORMAL
2026-08-23T04:00:00,Southwest_Dallas,684,35.99,24614.49,4.18,7015.13,NORMAL
2026-08-23T05:00:00,Southwest_Dallas,773,33.67,26030.26,5.23,7418.62,NORMAL
2026-08-23T06:00:00,Southwest_Dallas,935,34.15,31927.73,4.21,9099.4,NORMAL
2026-08-23T07:00:00,Southwest_Dallas,998,35.64,35571.58,4.42,10137.9,NORMAL
2026-08-23T08:00:00,Southwest_Dallas,1206,34.65,41785.87,6.02,11908.97,NORMAL
2026-08-23T09:00:00,Southwest_Dallas,1316,35.67,46944.65,5.01,13379.22,NORMAL
2026-08-23T10:00:00,Southwest_Dallas,1533,33.53,51405.89,3.62,14650.68,NORMAL
2026-08-23T11:00:00,Southwest_Dallas,1579,33.51,52918.7,3.9,15081.83,NORMAL
2026-08-23T12:00:00,Southwest_Dallas,1704,35.14,59874.72,3.93,17064.3,NORMAL
2026-08-23T13:00:00,Southwest_Dallas,1743,33.85,58995.64,4.14,16813.76,NORMAL
2026-08-23T14:00:00,Southwest_Dallas,1756,33.64,59067.04,6.2,16834.11,NORMAL
2026-08-23T15:00:00,Southwest_Dallas,1825,35.93,65564.42,3.25,18685.86,NORMAL
2026-08-23T16:00:00,Southwest_Dallas,1764,33.31,58754.35,5.02,16744.99,NORMAL
2026-08-23T17:00:00,Southwest_Dallas,1635,35.53,58099.14,3.35,16558.25,NORMAL
2026-08-23T18:00:00,Southwest_Dallas,1544,33.36,51506.14,6.17,14679.25,NORMAL
2026-08-23T19:00:00,Southwest_Dallas,1403,33.52,47033.73,5.11,13404.61,NORMAL
2026-08-23T20:00:00,Southwest_Dallas,1222,34.2,41795.31,4.69,11911.66,NORMAL
2026-08-23T21:00:00,Southwest_Dallas,1037,33.82,35068.39,3.39,9994.49,NORMAL
2026-08-23T22:00:00,Southwest_Dallas,916,34.21,31331.89,6.42,8929.59,NORMAL
2026-08-23T23:00:00,Southwest_Dallas,733,35.08,25710.61,5.74,7327.52,NORMAL
2026-08-24T00:00:00,Southwest_Dallas,656,34.37,22549.72,6.1,6426.67,NORMAL
2026-08-24T01:00:00,Southwest_Dallas,597,35.61,21260.53,6.18,6059.25,NORMAL
2026-08-24T02:00:00,Southwest_Dallas,567,34.61,19621.25,4.64,5592.06,NORMAL
2026-08-24T03:00:00,Southwest_Dallas,616,33.84,20843.9,5.84,5940.51,NORMAL
2026-08-24T04:00:00,Southwest_Dallas,693,35.7,24740.36,5.2,7051.0,NORMAL
2026-08-24T05:00:00,Southwest_Dallas,782,34.38,26886.93,5.47,7662.77,NORMAL
2026-08-24T06:00:00,Southwest_Dallas,920,33.67,30980.39,3.55,8829.41,NORMAL
2026-08-24T07:00:00,Southwest_Dallas,1014,34.45,34932.1,3.69,9955.65,NORMAL
2026-08-24T08:00:00,Southwest_Dallas,1160,33.0,38282.7,5.21,10910.57,NORMAL
2026-08-24T09:00:00,Southwest_Dallas,1306,34.01,44416.7,3.33,12658.76,NORMAL
2026-08-24T10:00:00,Southwest_Dallas,1534,35.08,53811.97,6.49,15336.41,NORMAL
2026-08-24T11:00:00,Southwest_Dallas,1601,33.91,54291.03,3.85,15472.94,NORMAL
2026-08-24T12:00:00,Southwest_Dallas,1678,33.52,56240.51,5.7,16028.54,NORMAL
2026-08-24T13:00:00,Southwest_Dallas,1824,33.24,60632.51,4.06,17280.27,NORMAL
2026-08-24T14:00:00,Southwest_Dallas,1811,33.9,61400.83,5.61,17499.24,NORMAL
2026-08-24T15:00:00,Southwest_Dallas,1776,34.79,61782.45,4.06,17608.0,NORMAL
2026-08-24T16:00:00,Southwest_Dallas,1686,34.79,58656.56,5.81,16717.12,NORMAL
2026-08-24T17:00:00,Southwest_Dallas,1641,33.35,54719.15,6.05,15594.96,NORMAL
2026-08-24T18:00:00,Southwest_Dallas,1485,34.34,50995.37,4.41,14533.68,NORMAL
2026-08-24T19:00:00,Southwest_Dallas,1339,34.71,46470.93,6.22,13244.22,NORMAL
2026-08-24T20:00:00,Southwest_Dallas,1188,35.67,42370.4,6.26,12075.56,NORMAL
2026-08-24T21:00:00,Southwest_Dallas,1063,35.93,38196.55,3.19,10886.02,NORMAL
2026-08-24T22:00:00,Southwest_Dallas,891,33.29,29665.7,4.87,8454.72,NORMAL
2026-08-24T23:00:00,Southwest_Dallas,774,33.43,25872.83,5.18,7373.76,NORMAL
2026-08-25T00:00:00,Southwest_Dallas,637,35.58,22666.29,5.35,6459.89,NORMAL
2026-08-25T01:00:00,Southwest_Dallas,642,34.61,22216.82,5.44,6331.79,NORMAL
2026-08-25T02:00:00,Southwest_Dallas,611,34.32,20971.47,3.88,5976.87,NORMAL
2026-08-25T03:00:00,Southwest_Dallas,623,35.79,22298.66,5.8,6355.12,NORMAL
2026-08-25T04:00:00,Southwest_Dallas,727,33.62,24443.18,3.04,6966.31,NORMAL
2026-08-25T05:00:00,Southwest_Dallas,738,33.67,24845.4,4.78,7080.94,NORMAL
2026-08-25T06:00:00,Southwest_Dallas,932,34.32,31989.42,5.08,9116.99,NORMAL
2026-08-25T07:00:00,Southwest_Dallas,1092,35.91,39211.64,3.5,11175.32,NORMAL
2026-08-25T08:00:00,Southwest_Dallas,1223,34.08,41677.69,5.16,11878.14,NORMAL
2026-08-25T09:00:00,Southwest_Dallas,1404,34.51,48452.77,5.94,13809.04,NORMAL
2026-08-25T10:00:00,Southwest_Dallas,1530,35.29,53996.79,5.34,15389.09,NORMAL
2026-08-25T11:00:00,Southwest_Dallas,1666,34.28,57107.46,4.45,16275.63,NORMAL
2026-08-25T12:00:00,Southwest_Dallas,1690,35.03,59193.71,3.89,16870.21,NORMAL
2026-08-25T13:00:00,Southwest_Dallas,1775,35.26,62583.86,5.86,17836.4,NORMAL
2026-08-25T14:00:00,Southwest_Dallas,1820,35.09,63870.53,4.04,18203.1,NORMAL
2026-08-25T15:00:00,Southwest_Dallas,1820,33.52,61010.22,6.31,17387.91,NORMAL
